School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Community_Type,Charter,Magnet,Relig_subtype,Title 1 School,Title 1 School Wide,type,Street Address,City,State,ZIP,PSS_COUNTY_NO,County FIPS,Locale,County Name
Columbia Alternative Education,2.61E+11,Columbia School District,2606990,91,2.66,34.21,54,3,57,10,18,20,,0,0,0,0.065934066,0,0.879120879,0.054945055,0.593406593,0.406593407,48,Yes,None,Rural,No,No,No,Yes,Yes,public,4460 NORTH LAKE RD,CLARKLAKE,MI,49234,,,Rural: Fringe,
Columbia Central High School,2.61E+11,Columbia School District,2606990,646,30.16,21.42,206,16,222,115,111,98,95,0.001547988,0.004643963,0.00619195,0.035603715,0,0.890092879,0.061919505,0.529411765,0.470588235,324,Yes,None,Rural,No,No,No,No,†,public,11775 HEWITT RD,BROOKLYN,MI,49230,,,Rural: Fringe,
Communication and Media Arts High School,2.60E+11,Detroit Public Schools Community District,2601103,360,23,15.65,241,9,250,80,81,93,106,0.002777778,0,0.994444444,0,0,0.002777778,0,0.45,0.55,254,Yes,None,City,No,No,No,Yes,Yes,public,19501 BERG RD,DETROIT,MI,48219,,,City: Large,
Community High School,2.60E+11,Ann Arbor Public Schools,2602820,518,31.7,16.34,45,0,45,134,129,134,121,0.005791506,0.027027027,0.05019305,0.077220077,0,0.735521236,0.104247104,0.482625483,0.517374517,397,Yes,None,City,No,No,No,No,†,public,401 NORTH DIVISION ST,ANN ARBOR,MI,48104,,,City: Midsize,
Comstock High School,2.61E+11,Comstock Public Schools,2610590,392,23.6,16.61,223,26,249,107,104,83,97,0,0.028061224,0.204081633,0.112244898,0,0.56122449,0.094387755,0.515306122,0.484693878,294,Yes,None,Suburban,No,No,No,No,†,public,2107 NORTH 26TH ST,KALAMAZOO,MI,49048,,,Suburb: Midsize,
Comstock Park Flex Academy,2.61E+11,Comstock Park Public Schools,2610620,41,0.59,69.49,29,1,30,2,9,9,21,0,0,0.097560976,0.341463415,0,0.390243902,0.170731707,0.609756098,0.390243902,20,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,150 6 MILE RD NE,COMSTOCK PARK,MI,49321,,,Suburb: Large,
Comstock Park High School,2.61E+11,Comstock Park Public Schools,2610620,514,23.41,21.96,211,27,238,150,127,119,118,0.001945525,0.007782101,0.052529183,0.225680934,0,0.634241245,0.077821012,0.562256809,0.437743191,396,Yes,None,Suburban,No,No,No,No,†,public,150 6 MILE RD NE,COMSTOCK PARK,MI,49321,,,Suburb: Large,
Concord High School,2.61E+11,Concord Community Schools,2610650,231,12.21,18.92,118,16,134,82,50,45,54,0.004329004,0.004329004,0.108225108,0.082251082,0,0.753246753,0.047619048,0.467532468,0.532467532,177,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 338,Concord,MI,49237,,,Rural: Fringe,
Consolidated Community School Services,2.62E+11,Engadine Consolidated Schools,2615600,76,6.51,11.67,54,5,59,9,,,,0.276315789,0,0.039473684,0.039473684,0.013157895,0.578947368,0.052631579,0.447368421,0.552631579,9,Yes,None,Town,No,No,No,Yes,Yes,public,4900 WEST DAVIS CT,KINCHELOE,MI,49788,,,Town: Remote,
Constantine Alternative Education,2.61E+11,Constantine Public School District,2610750,79,1.47,53.74,51,6,57,11,14,18,,0,0,0.012658228,0.037974684,0,0.924050633,0.025316456,0.417721519,0.582278481,43,Yes,None,Town,No,No,No,Yes,Yes,public,300 PEACHTREE ST,CONSTANTINE,MI,49042,,,Town: Fringe,
Constantine High School,2.61E+11,Constantine Public School District,2610750,409,21.25,19.25,168,9,177,116,108,84,101,0.007334963,0.009779951,0.009779951,0.070904645,0.002444988,0.880195599,0.019559902,0.523227384,0.476772616,308,Yes,None,Town,No,No,No,No,†,public,1 FALCON DR,CONSTANTINE,MI,49042,,,Town: Fringe,
Coopersville High School,2.61E+11,Coopersville Area Public School District,2610830,862,39.03,22.09,245,36,281,235,221,202,204,0.001160093,0.006960557,0.010440835,0.081206497,0,0.88863109,0.011600928,0.511600928,0.488399072,658,Yes,None,Rural,No,No,No,No,†,public,198 EAST ST,COOPERSVILLE,MI,49404,,,Rural: Fringe,
Corunna High School,2.61E+11,Corunna Public Schools,2610860,701,34.33,20.42,295,19,314,125,156,125,157,0,0.002853067,0.005706134,0.038516405,0,0.912981455,0.039942939,0.504992867,0.495007133,406,Yes,None,Rural,No,No,No,No,†,public,417 EAST KING ST,CORUNNA,MI,48817,,,Rural: Fringe,
Cousino Senior High School,2.64E+11,Warren Consolidated Schools,2635190,1245,57.7,21.58,547,92,639,273,353,277,342,0.004016064,0.110040161,0.182329317,0.014457831,0.000803213,0.652208835,0.036144578,0.478714859,0.521285141,903,Yes,None,City,No,No,No,Yes,Yes,public,30333 HOOVER RD,WARREN,MI,48093,,,City: Midsize,
Covenant House Academy Detroit Central Site,2.60E+11,Covenant House Academy Detroit,2600322,227,9.65,23.52,204,5,209,85,67,47,28,0,0,0.925110132,0.008810573,0,0.066079295,0,0.651982379,0.348017621,199,Yes,None,City,Yes,No,Yes,Yes,Yes,public,2959 MARTIN LUTHER KING JR BLVD,DETROIT,MI,48208,,,City: Large,
Covenant House Academy Detroit East Site,2.60E+11,Covenant House Academy Detroit,2600322,160,4.35,36.78,141,11,152,35,45,36,44,0.00625,0.00625,0.98125,0,0,0.00625,0,0.4625,0.5375,116,Yes,None,City,Yes,No,Yes,Yes,Yes,public,9100 GRATIOT AVE,DETROIT,MI,48213,,,City: Large,
Covenant House Academy Detroit Southwest Site,2.60E+11,Covenant House Academy Detroit,2600322,175,6.65,26.32,164,3,167,81,40,33,21,0.005714286,0,0.502857143,0.411428571,0,0.068571429,0.011428571,0.514285714,0.485714286,154,Yes,None,City,Yes,No,Yes,Yes,Yes,public,1450 25TH ST,DETROIT,MI,48216,,,City: Large,
Covenant House Academy Grand Rapids,2.60E+11,Covenant House Academy Grand Rapids,2601066,218,11.9,18.32,193,1,194,88,50,44,36,0.004587156,0.004587156,0.440366972,0.412844037,0.004587156,0.077981651,0.055045872,0.472477064,0.527522936,182,Yes,None,City,Yes,No,Yes,Yes,Yes,public,50 ANTOINE ST SW,GRAND RAPIDS,MI,49507,,,City: Midsize,
Covert High School,2.61E+11,Covert Public Schools,2610980,92,9.88,9.31,92,0,92,24,29,24,15,0.010869565,0,0.184782609,0.706521739,0,0.065217391,0.032608696,0.543478261,0.456521739,77,Yes,None,Rural,No,No,No,Yes,Yes,public,35323 M 140 HWY,COVERT,MI,49043,,,Rural: Distant,
Crestwood High School,2.60E+11,Crestwood School District,2600016,1380,67.8,20.35,994,83,"1,077",353,337,342,348,0.001449275,0.003623188,0.054347826,0.021014493,0,0.913043478,0.006521739,0.532608696,0.467391304,1032,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,1501 NORTH BEECH DALY RD,DEARBORN HEIGHTS,MI,48127,,,Suburb: Large,
Crossroads Alternative High School,2.62E+11,Kentwood Public Schools,2620340,214,15,14.27,166,11,177,21,72,45,,0.014018692,0.009345794,0.429906542,0.158878505,0,0.308411215,0.079439252,0.542056075,0.457943925,138,Yes,None,Suburban,No,No,No,Yes,Yes,public,28 60TH ST SE,GRAND RAPIDS,MI,49548,,,Suburb: Large,
Crossroads Charter Academy 712,2.60E+11,Crossroads Charter Academy,2600186,138,12.5,11.04,66,18,84,33,24,13,18,0.007246377,0.02173913,0.050724638,0.02173913,0,0.884057971,0.014492754,0.449275362,0.550724638,70,Yes,None,Town,Yes,No,Yes,Yes,Yes,public,215 SPRUCE ST W,BIG RAPIDS,MI,49307,,,Town: Distant,
CroswellLexington High School,2.61E+11,Croswell-lexington Community Schools,2611140,634,28.05,22.6,217,54,271,181,146,158,149,0,0.004731861,0.004731861,0.077287066,0,0.889589905,0.023659306,0.501577287,0.498422713,485,Yes,None,Rural,No,No,No,Yes,No,public,5461 PECK RD,CROSWELL,MI,48422,,,Rural: Fringe,
Da Vinci Institute 612,2.60E+11,Da Vinci Institute,2600088,337,23.89,14.11,267,11,278,96,75,51,,0,0.002967359,0.091988131,0.09495549,0,0.71810089,0.091988131,0.489614243,0.510385757,222,Yes,None,Suburban,Yes,No,Yes,Yes,Yes,public,2985 SPRINGPORT RD,JACKSON,MI,49201,,,Suburb: Small,
Dakota High School,2.61E+11,Chippewa Valley Schools,2609570,2782,124.1,22.42,508,56,564,663,718,664,737,0.001078361,0.035585909,0.08123652,0.034867002,0.001797268,0.809130122,0.036304817,0.501078361,0.498921639,2045,Yes,None,Suburban,No,Yes,No,No,†,public,21051 21 MILE RD,MACOMB,MI,48044,,,Suburb: Large,
Dansville High School,2.61E+11,Dansville Schools,2611400,266,11.43,23.27,60,8,68,59,72,73,62,0.003759398,0.003759398,0,0.018796992,0,0.962406015,0.011278195,0.481203008,0.518796992,204,Yes,None,Rural,No,No,No,Yes,No,public,PO BOX 187,DANSVILLE,MI,48819,,,Rural: Distant,
Davis Aerospace Technical High School at Golightly,2.60E+11,Detroit Public Schools Community District,2601103,214,13.3,16.09,163,3,166,50,28,40,49,0.009345794,0,0.957943925,0.014018692,0,0.018691589,0,0.607476636,0.392523364,118,Yes,None,City,No,No,No,Yes,Yes,public,900 DICKERSON ST,DETROIT,MI,48215,,,City: Large,
Davison Alternative Education,2.61E+11,Davison Community Schools,2611430,139,14.94,9.3,89,7,96,15,53,49,22,0,0,0.115107914,0.064748201,0,0.769784173,0.050359712,0.647482014,0.352517986,117,Yes,None,Suburban,No,No,No,Yes,Yes,public,1250 NORTH OAK RD,DAVISON,MI,48423,,,Suburb: Large,
Davison High School,2.61E+11,Davison Community Schools,2611430,1748,69.1,25.3,557,59,616,490,430,401,427,0.00228833,0.002860412,0.045194508,0.061212815,0.001144165,0.839816934,0.047482838,0.514302059,0.485697941,1321,Yes,None,Suburban,No,No,No,No,†,public,1250 NORTH OAK RD,DAVISON,MI,48423,,,Suburb: Large,
Dearborn Heights Virtual Academy,2.61E+11,Dearborn Heights School District #7,2611610,17,0,†,13,0,13,5,2,5,5,0,0.058823529,0,0.176470588,0,0.705882353,0.058823529,0.470588235,0.529411765,12,Yes,None,Suburban,No,No,No,No,†,public,20629 Annapolis,Dearborn Heights,MI,48125,,,Suburb: Large,
Dearborn High School,2.61E+11,Dearborn City School District,2611600,1995,96.9,20.59,"1,247",64,"1,311",609,491,415,480,0.000501253,0.012030075,0.030576441,0.020551378,0.001002506,0.93433584,0.001002506,0.537343358,0.462656642,1515,Yes,None,City,No,No,No,Yes,Yes,public,19501 OUTER DR,DEARBORN,MI,48124,,,City: Midsize,
Dearborn Magnet High School,2.61E+11,Dearborn City School District,2611600,63,2.4,26.25,48,2,50,13,17,21,12,0,0,0.031746032,0,0,0.968253968,0,0.73015873,0.26984127,51,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,22586 ANN ARBOR TRL,DEARBORN HEIGHTS,MI,48127,,,Suburb: Large,
Dearborn Newcomer College Prep Academy,2.61E+11,Dearborn City School District,2611600,6,2,3,‡,‡,‡,1,5,0,0,0,0,0.166666667,0,0,0.833333333,0,0.5,0.5,6,Yes,None,City,No,No,No,No,†,public,5101 EVERGREEN RD,DEARBORN,MI,48128,,,City: Midsize,
Decatur Jr Sr High School,2.61E+11,Decatur Public Schools,2611670,388,20.6,18.83,205,30,235,56,57,42,,0.00257732,0.005154639,0.007731959,0.208762887,0,0.711340206,0.06443299,0.510309278,0.489690722,155,Yes,None,Rural,No,No,No,Yes,Yes,public,110 CEDAR ST,DECATUR,MI,49045,,,Rural: Distant,
Deckerville Community High School,2.61E+11,Deckerville Community School District,2611700,267,13.71,19.47,133,8,141,49,39,38,43,0.003745318,0.007490637,0,0.08988764,0,0.891385768,0.007490637,0.539325843,0.460674157,126,Yes,None,Rural,No,No,No,Yes,Yes,public,2633 BLACK RIVER ST,DECKERVILLE,MI,48427,,,Rural: Distant,
DeltonKellogg High School,2.61E+11,Delton Kellogg Schools,2611910,335,20.5,16.34,107,6,113,99,81,75,80,0.002985075,0.005970149,0.008955224,0.014925373,0,0.946268657,0.020895522,0.48358209,0.51641791,255,Yes,None,Rural,No,No,No,No,†,public,10425 PANTHER PRIDE,DELTON,MI,49046,,,Rural: Distant,
Denby High School,2.60E+11,Detroit Public Schools Community District,2601103,576,33.5,17.19,512,4,516,135,181,128,132,0.001736111,0,0.996527778,0,0,0,0.001736111,0.545138889,0.454861111,444,Yes,None,City,No,No,No,Yes,Yes,public,12800 Kelly Road,Detroit,MI,48224,,,City: Large,
DeTour High School,2.61E+11,Detour Area Schools,2611970,39,5.42,7.2,20,0,20,12,8,13,6,0.307692308,0,0,0,0,0.692307692,0,0.461538462,0.538461538,33,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 429,DeTour Village,MI,49725,,,Rural: Remote,
Detroit Collegiate Preparatory High School at Northwestern,2.60E+11,Detroit Public Schools Community District,2601103,409,25,16.36,358,5,363,120,122,92,75,0,0,0.990220049,0.007334963,0,0,0.002444988,0.528117359,0.471882641,334,Yes,None,City,No,No,No,Yes,Yes,public,2200 W GRAND BLVD,DETROIT,MI,48208,,,City: Large,
Detroit Community Schools High School,2.60E+11,Detroit Community Schools,2600170,269,12,22.42,265,0,265,64,61,68,76,0,0,1,0,0,0,0,0.550185874,0.449814126,193,Yes,None,City,Yes,No,Yes,Yes,Yes,public,12675 BURT RD,DETROIT,MI,48223,,,City: Large,
Detroit Edison Public School Academy High School,2.60E+11,Detroit Edison Public School Academy,2600232,401,16.5,24.3,220,17,237,126,118,72,85,0,0,0.955112219,0.034912718,0,0.002493766,0.007481297,0.526184539,0.473815461,316,Yes,None,City,Yes,No,Yes,Yes,Yes,public,3402 St Aubin,Detroit,MI,48207,,,City: Large,
Detroit Leadership Academy High School,2.60E+11,Detroit Leadership Academy,2600974,283,15.8,17.91,276,2,278,77,43,79,84,0,0,0.946996466,0.021201413,0,0.010600707,0.021201413,0.568904594,0.431095406,199,Yes,None,City,Yes,No,Yes,Yes,Yes,public,5845 AUBURN ST,DETROIT,MI,48228,,,City: Large,
Detroit Public Safety Academy,2.60E+11,Detroit Public Safety Academy,2601062,162,9.3,17.42,156,3,159,44,43,34,,0,0,0.969135802,0.00617284,0,0.00617284,0.018518519,0.512345679,0.487654321,121,Yes,None,City,Yes,No,Yes,Yes,Yes,public,1250 ROSA PARKS BLVD,DETROIT,MI,48216,,,City: Large,
Detroit School of Arts,2.60E+11,Detroit Public Schools Community District,2601103,419,33,12.7,292,7,299,102,94,126,97,0.007159905,0.002386635,0.947494033,0.021479714,0,0.011933174,0.009546539,0.286396181,0.713603819,322,Yes,None,City,No,No,No,Yes,Yes,public,123 SELDEN ST,DETROIT,MI,48201,,,City: Large,
DeWitt High School,2.61E+11,Dewitt Public Schools,2611550,995,49.67,20.03,130,27,157,229,255,227,284,0.00201005,0.009045226,0.012060302,0.086432161,0,0.847236181,0.04321608,0.47638191,0.52361809,711,Yes,None,Suburban,No,No,No,No,†,public,PO Box 800,DeWitt,MI,48820,,,Suburb: Large,
Dexter High School,2.61E+11,Dexter Community School District,2612030,1160,69.61,16.66,106,10,116,282,290,257,331,0.002586207,0.015517241,0.009482759,0.037931034,0.002586207,0.9,0.031896552,0.497413793,0.502586207,829,Yes,None,Rural,No,No,No,No,†,public,2200 NORTH PARKER RD,DEXTER,MI,48130,,,Rural: Fringe,
Diann BanksWilliamson Educational Center,2.60E+11,Detroit Public Schools Community District,2601103,35,5,7,27,0,27,7,13,10,5,0,0.057142857,0.885714286,0,0,0.057142857,0,0.714285714,0.285714286,30,Yes,None,City,No,No,No,No,†,public,5020 CADIEUX RD,DETROIT,MI,48224,,,City: Large,
DiAnne M Pellerin Center,2.62E+11,L'anse Creuse Public Schools,2621870,196,15.7,12.48,119,9,128,92,60,25,19,0.005102041,0.005102041,0.280612245,0.035714286,0,0.602040816,0.071428571,0.632653061,0.367346939,177,Yes,None,Suburban,No,No,No,Yes,Yes,public,24001 F V PANKOW BLVD,CLINTON TOWNSHIP,MI,48038,,,Suburb: Large,
Diploma and Careers Institute,2.60E+11,Avondale School District,2603690,417,6.91,60.35,307,6,313,19,54,137,207,0.023980815,0.004796163,0.407673861,0.064748201,0,0.460431655,0.038369305,0.494004796,0.505995204,210,Yes,None,Suburban,No,No,No,Yes,Yes,public,1435 W AUBURN RD,ROCHESTER HLS,MI,48309,,,Suburb: Large,
DK Academy,2.61E+11,Delton Kellogg Schools,2611910,74,1,74,40,1,41,0,8,26,40,0,0,0.013513514,0.040540541,0,0.905405405,0.040540541,0.567567568,0.432432432,34,Yes,None,Rural,No,No,No,Yes,Yes,public,10425 PANTHER PRIDE,DELTON,MI,49046,,,Rural: Distant,
Douglas R Welch High School,2.62E+11,Ionia Public Schools,2619250,82,1.45,56.55,52,4,56,3,7,27,,0,0,0,0.097560976,0,0.902439024,0,0.56097561,0.43902439,37,Yes,None,Rural,No,No,No,Yes,Yes,public,250 EAST TUTTLE RD,IONIA,MI,48846,,,Rural: Fringe,
Dryden High School,2.61E+11,Dryden Community Schools,2612240,203,12.3,16.5,67,6,73,44,40,38,24,0,0,0,0.054187192,0,0.926108374,0.019704433,0.581280788,0.418719212,122,Yes,None,Rural,No,No,No,Yes,No,public,3866 ROCHESTER RD,DRYDEN,MI,48428,,,Rural: Distant,
Dundee Community High School,2.61E+11,Dundee Community Schools,2612300,491,20.64,23.79,111,19,130,127,126,119,119,0.00407332,0.00203666,0.00610998,0.028513238,0,0.940936864,0.018329939,0.470468432,0.529531568,372,Yes,None,Town,No,No,No,Yes,No,public,130 VIKING DR,DUNDEE,MI,48131,,,Town: Fringe,
Dunes Alternative High School,2.64E+11,West Ottawa Public School District,2635910,61,0.8,76.25,44,3,47,0,0,2,59,0,0.016393443,0.06557377,0.655737705,0,0.196721311,0.06557377,0.573770492,0.426229508,2,Yes,None,Suburban,No,No,No,Yes,Yes,public,3685 Butternut Drive,Holland,MI,49424,,,Suburb: Small,
Durand Area High School,2.61E+11,Durand Area Schools,2612330,438,24.68,17.75,170,19,189,117,111,108,102,0.006849315,0.002283105,0,0.029680365,0.002283105,0.942922374,0.015981735,0.506849315,0.493150685,336,Yes,None,Town,No,No,No,No,†,public,9575 EAST MONROE RD,DURAND,MI,48429,,,Town: Fringe,
EA Johnson Memorial HS,2.62E+11,MT. Morris Consolidated Schools,2624720,455,23.9,19.04,316,15,331,137,147,81,90,0.004395604,0,0.178021978,0.092307692,0,0.628571429,0.096703297,0.536263736,0.463736264,365,Yes,None,Rural,No,No,No,Yes,Yes,public,8041 NEFF RD,MOUNT MORRIS,MI,48458,,,Rural: Fringe,
Early College Alliance,2.68E+11,Washtenaw Isd,2680990,464,15,30.93,119,16,135,68,107,134,155,0,0.088362069,0.224137931,0.077586207,0,0.515086207,0.094827586,0.443965517,0.556034483,309,Yes,None,Suburban,No,No,No,No,†,public,220 KING HALL,YPSILANTI,MI,48197,,,Suburb: Large,
Early College at Montcalm Community College,2.68E+11,Montcalm Area Isd,2680830,73,4,18.25,22,4,26,,,23,50,0,0.02739726,0,0.082191781,0,0.863013699,0.02739726,0.369863014,0.630136986,23,Yes,None,Rural,No,Yes,No,No,†,public,1550 WEST SIDNEY RD,SIDNEY,MI,48885,,,Rural: Distant,
East English Village Preparatory Academy,2.60E+11,Detroit Public Schools Community District,2601103,794,48.3,16.44,682,9,691,208,215,206,165,0.002518892,0,0.991183879,0.001259446,0.003778338,0.001259446,0,0.505037783,0.494962217,629,Yes,None,City,No,No,No,Yes,Yes,public,5020 Cadieux,DETROIT,MI,48224,,,City: Large,
East Grand Rapids High School,2.61E+11,East Grand Rapids Public Schools,2612480,925,52.87,17.5,65,9,74,238,204,252,231,0.001081081,0.028108108,0.021621622,0.04972973,0,0.83027027,0.069189189,0.503783784,0.496216216,694,Yes,None,Suburban,No,No,No,Yes,No,public,2211 LAKE DR SE,GRAND RAPIDS,MI,49506,,,Suburb: Large,
East Jackson Secondary School,2.61E+11,East Jackson Community Schools,2612540,380,21.54,17.64,240,15,255,61,72,70,57,0,0.002631579,0.078947368,0.052631579,0.010526316,0.789473684,0.065789474,0.531578947,0.468421053,203,Yes,None,Suburban,No,No,No,Yes,Yes,public,1566 NORTH SUTTON RD,JACKSON,MI,49202,,,Suburb: Small,
East Jordan Alternative High School,2.61E+11,East Jordan Public Schools,2612560,12,0.1,120,6,3,9,2,2,3,5,0,0,0,0.083333333,0,0.916666667,0,0.166666667,0.833333333,7,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 399,East Jordan,MI,49727,,,Rural: Distant,
East Jordan MiddleHigh School,2.61E+11,East Jordan Public Schools,2612560,359,23.4,15.34,145,4,149,52,68,54,69,0.008356546,0,0.005571031,0.044568245,0,0.919220056,0.022284123,0.515320334,0.484679666,174,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 399,East Jordan,MI,49727,,,Rural: Distant,
East Kentwood High School,2.62E+11,Kentwood Public Schools,2620340,1916,107.15,17.88,"1,078",205,"1,283",,713,654,549,0.001043841,0.146137787,0.311064718,0.165448852,0.001043841,0.299582463,0.075678497,0.489039666,0.510960334,1367,Yes,None,Suburban,No,No,No,Yes,Yes,public,6230 KALAMAZOO AVE SE,GRAND RAPIDS,MI,49508,,,Suburb: Large,
East Lansing High School,2.61E+11,East Lansing School District,2612600,1216,55.6,21.87,335,47,382,301,301,315,299,0.005756579,0.054276316,0.185032895,0.104440789,0.004934211,0.569901316,0.075657895,0.513157895,0.486842105,917,Yes,None,City,No,No,No,No,†,public,509 BURCHAM DR,EAST LANSING,MI,48823,,,City: Small,
East Lee Campus,2.62E+11,Godfrey-lee Public Schools,2616080,97,6.33,15.32,85,7,92,15,35,26,21,0,0,0.113402062,0.783505155,0,0.072164948,0.030927835,0.628865979,0.371134021,76,Yes,None,Suburban,No,No,No,Yes,Yes,public,982 LEE ST SW,WYOMING,MI,49509,,,Suburb: Large,
Eastern High School,2.61E+11,Forest Hills Public Schools,2614610,819,39.76,20.6,109,16,125,224,201,200,194,0.001221001,0.081807082,0.025641026,0.05006105,0,0.7997558,0.041514042,0.536019536,0.463980464,625,Yes,None,Rural,No,No,No,No,†,public,2200 PETTIS AVE NE,ADA,MI,49301,,,Rural: Fringe,
Eastern High School,2.62E+11,Lansing Public School District,2621150,1099,55.21,19.91,823,31,854,338,192,175,111,0.006369427,0.034576888,0.335759782,0.262056415,0.001819836,0.23566879,0.123748863,0.516833485,0.483166515,705,Yes,None,City,No,Yes,No,Yes,Yes,public,626 MARSHALL ST,LANSING,MI,48912,,,City: Midsize,
Eastpointe High School,2.61E+11,Eastpointe Community Schools,2612450,736,77.24,9.53,556,30,586,220,233,169,114,0.005434783,0.00951087,0.82201087,0.008152174,0,0.105978261,0.048913043,0.547554348,0.452445652,622,Yes,None,Suburban,No,No,No,Yes,Yes,public,15501 COUZENS AVE,EASTPOINTE,MI,48021,,,Suburb: Large,
Eastpointe Virtual Academy,2.61E+11,Eastpointe Community Schools,2612450,102,1.33,76.69,79,6,85,0,9,24,,0,0,0.892156863,0,0,0.058823529,0.049019608,0.568627451,0.431372549,33,Yes,None,Suburban,No,No,No,Yes,Yes,public,15501 COUZENS AVE,EASTPOINTE,MI,48021,,,Suburb: Large,
Eaton Rapids High School,2.61E+11,Eaton Rapids Public Schools,2612690,625,38.06,16.42,169,195,364,154,167,139,165,0.0048,0.0096,0.0096,0.0784,0,0.864,0.0336,0.4672,0.5328,460,Yes,None,Town,No,No,No,No,†,public,800 STATE ST,EATON RAPIDS,MI,48827,,,Town: Fringe,
Eau Claire High School,2.61E+11,Eau Claire Public Schools,2612810,202,10.1,20,174,5,179,57,53,58,34,0,0,0.282178218,0.292079208,0,0.366336634,0.059405941,0.465346535,0.534653465,168,Yes,None,Rural,No,No,No,Yes,Yes,public,7450 Hochberger Road,Eau Claire,MI,49111,,,Rural: Fringe,
