teamName,teamId,team_record_count,playoff_games_played,playoff_W,playoff_L,playoff_runs_scored_total,playoff_runs_allowed_total,regular_season_games_played,regular_season_W,regular_season_L,regular_season_runs_scored_total,regular_season_runs_allowed_total,home_games_played,home_W,home_L,home_runs_scored_total,home_runs_allowed_total,away_games_played,away_W,away_L,away_runs_scored_total,away_runs_allowed_total,playoff_win_pct,regular_season_win_pct,home_win_pct,away_win_pct,playoff_run_diff_total,regular_season_run_diff_total,home_run_diff_total,away_run_diff_total,playoff_run_diff_mean,regular_season_run_diff_mean,home_run_diff_mean,away_run_diff_mean,playoff_run_diff_per_game,regular_season_run_diff_per_game,home_run_diff_per_game,away_run_diff_per_game,playoff_W_per_year,playoff_L_per_year
Imlay City,95971,10,12,2.0,10.0,24.0,115.0,150.0,34.0,116.0,494.0,1235.0,72.0,21.0,51.0,304.0,552.0,78.0,13.0,65.0,190.0,683.0,0.16666666666666666,0.22666666666666666,0.2916666666666667,0.16666666666666666,-91.0,-741.0,-248.0,-493.0,-7.583333333333333,-4.94,-3.4444444444444446,-6.32051282051282,-7.583333333333333,-4.94,-3.4444444444444446,-6.32051282051282,0.2,1.0
Indian River Inland Lakes,96262,10,34,24.0,10.0,225.0,108.0,55.0,38.0,16.0,424.0,231.0,28.0,20.0,7.0,200.0,108.0,27.0,18.0,9.0,224.0,123.0,0.7058823529411765,0.6909090909090909,0.7142857142857143,0.6666666666666666,117.0,193.0,92.0,101.0,3.4411764705882355,3.5090909090909093,3.2857142857142856,3.740740740740741,3.4411764705882355,3.5090909090909093,3.2857142857142856,3.740740740740741,2.4,1.0
Inkster,95917,2,2,0.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-34.0,0.0,0.0,0.0,-17.0,,,,-17.0,,,,0.0,1.0
Ionia,95950,10,12,2.0,10.0,25.0,70.0,156.0,53.0,99.0,738.0,992.0,82.0,32.0,47.0,378.0,524.0,74.0,21.0,52.0,360.0,468.0,0.16666666666666666,0.33974358974358976,0.3902439024390244,0.28378378378378377,-45.0,-254.0,-146.0,-108.0,-3.75,-1.6282051282051282,-1.7804878048780488,-1.4594594594594594,-3.75,-1.6282051282051282,-1.7804878048780488,-1.4594594594594594,0.2,1.0
Iron Mountain,2036871,6,12,6.0,6.0,64.0,76.0,30.0,7.0,22.0,151.0,229.0,12.0,1.0,11.0,43.0,104.0,18.0,6.0,11.0,108.0,125.0,0.5,0.23333333333333334,0.08333333333333333,0.3333333333333333,-12.0,-78.0,-61.0,-17.0,-1.0,-2.6,-5.083333333333333,-0.9444444444444444,-1.0,-2.6,-5.083333333333333,-0.9444444444444444,1.0,1.0
Ironwood,96320,10,18,8.0,10.0,84.0,116.0,58.0,31.0,26.0,465.0,400.0,23.0,15.0,8.0,168.0,117.0,35.0,16.0,18.0,297.0,283.0,0.4444444444444444,0.5344827586206896,0.6521739130434783,0.45714285714285713,-32.0,65.0,51.0,14.0,-1.7777777777777777,1.1206896551724137,2.217391304347826,0.4,-1.7777777777777777,1.1206896551724137,2.217391304347826,0.4,0.8,1.0
Ishpeming Westwood,2753443,1,1,0.0,1.0,0.0,22.0,8.0,0.0,8.0,20.0,62.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,20.0,62.0,0.0,0.0,,0.0,-22.0,-42.0,0.0,-42.0,-22.0,-5.25,,-5.25,-22.0,-5.25,,-5.25,0.0,1.0
Ithaca,95982,10,16,6.0,10.0,82.0,84.0,151.0,62.0,88.0,751.0,1043.0,73.0,32.0,40.0,397.0,460.0,78.0,30.0,48.0,354.0,583.0,0.375,0.4105960264900662,0.4383561643835616,0.38461538461538464,-2.0,-292.0,-63.0,-229.0,-0.125,-1.9337748344370862,-0.863013698630137,-2.9358974358974357,-0.125,-1.9337748344370862,-0.863013698630137,-2.9358974358974357,0.6,1.0
Jackson,95834,10,13,3.0,10.0,42.0,93.0,143.0,57.0,84.0,768.0,892.0,81.0,32.0,48.0,461.0,528.0,62.0,25.0,36.0,307.0,364.0,0.23076923076923078,0.3986013986013986,0.3950617283950617,0.4032258064516129,-51.0,-124.0,-67.0,-57.0,-3.923076923076923,-0.8671328671328671,-0.8271604938271605,-0.9193548387096774,-3.923076923076923,-0.8671328671328671,-0.8271604938271605,-0.9193548387096774,0.3,1.0
Jackson Christian,96126,5,6,1.0,5.0,25.0,44.0,3.0,1.0,2.0,21.0,19.0,2.0,1.0,1.0,20.0,13.0,1.0,0.0,1.0,1.0,6.0,0.16666666666666666,0.3333333333333333,0.5,0.0,-19.0,2.0,7.0,-5.0,-3.1666666666666665,0.6666666666666666,3.5,-5.0,-3.1666666666666665,0.6666666666666666,3.5,-5.0,0.2,1.0
Jackson Lumen Christi,95900,10,36,27.0,9.0,206.0,102.0,81.0,48.0,32.0,517.0,408.0,51.0,32.0,19.0,331.0,257.0,30.0,16.0,13.0,186.0,151.0,0.75,0.5925925925925926,0.6274509803921569,0.5333333333333333,104.0,109.0,74.0,35.0,2.888888888888889,1.345679012345679,1.4509803921568627,1.1666666666666667,2.888888888888889,1.345679012345679,1.4509803921568627,1.1666666666666667,2.7,0.9
Jackson Northwest,96214,10,16,6.0,10.0,69.0,95.0,87.0,44.0,39.0,512.0,463.0,47.0,27.0,17.0,295.0,216.0,40.0,17.0,22.0,217.0,247.0,0.375,0.5057471264367817,0.574468085106383,0.425,-26.0,49.0,79.0,-30.0,-1.625,0.5632183908045977,1.6808510638297873,-0.75,-1.625,0.5632183908045977,1.6808510638297873,-0.75,0.6,1.0
Jenison,95910,10,25,15.0,10.0,95.0,66.0,138.0,98.0,40.0,1019.0,460.0,71.0,54.0,17.0,514.0,211.0,67.0,44.0,23.0,505.0,249.0,0.6,0.7101449275362319,0.7605633802816901,0.6567164179104478,29.0,559.0,303.0,256.0,1.16,4.050724637681159,4.267605633802817,3.8208955223880596,1.16,4.050724637681159,4.267605633802817,3.8208955223880596,1.5,1.0
Johannesburg-Lewiston,95912,10,28,18.0,10.0,190.0,115.0,182.0,104.0,77.0,1370.0,972.0,73.0,46.0,26.0,610.0,381.0,109.0,58.0,51.0,760.0,591.0,0.6428571428571429,0.5714285714285714,0.6301369863013698,0.5321100917431193,75.0,398.0,229.0,169.0,2.6785714285714284,2.1868131868131866,3.136986301369863,1.5504587155963303,2.6785714285714284,2.1868131868131866,3.136986301369863,1.5504587155963303,1.8,1.0
Jonesville,95899,10,19,9.0,10.0,73.0,84.0,87.0,42.0,43.0,490.0,518.0,48.0,24.0,22.0,262.0,272.0,39.0,18.0,21.0,228.0,246.0,0.47368421052631576,0.4827586206896552,0.5,0.46153846153846156,-11.0,-28.0,-10.0,-18.0,-0.5789473684210527,-0.3218390804597701,-0.20833333333333334,-0.46153846153846156,-0.5789473684210527,-0.3218390804597701,-0.20833333333333334,-0.46153846153846156,0.9,1.0
Kalamazoo Central,95942,10,13,3.0,10.0,38.0,79.0,127.0,55.0,70.0,739.0,829.0,59.0,23.0,34.0,339.0,425.0,68.0,32.0,36.0,400.0,404.0,0.23076923076923078,0.4330708661417323,0.3898305084745763,0.47058823529411764,-41.0,-90.0,-86.0,-4.0,-3.1538461538461537,-0.7086614173228346,-1.4576271186440677,-0.058823529411764705,-3.1538461538461537,-0.7086614173228346,-1.4576271186440677,-0.058823529411764705,0.3,1.0
Kalamazoo Christian,95831,10,27,17.0,10.0,165.0,89.0,184.0,108.0,73.0,1106.0,890.0,86.0,54.0,30.0,502.0,416.0,98.0,54.0,43.0,604.0,474.0,0.6296296296296297,0.5869565217391305,0.627906976744186,0.5510204081632653,76.0,216.0,86.0,130.0,2.814814814814815,1.173913043478261,1.0,1.3265306122448979,2.814814814814815,1.173913043478261,1.0,1.3265306122448979,1.7,1.0
Kalamazoo Hackett,96008,6,11,5.0,6.0,67.0,41.0,81.0,54.0,26.0,524.0,265.0,44.0,29.0,15.0,295.0,159.0,37.0,25.0,11.0,229.0,106.0,0.45454545454545453,0.6666666666666666,0.6590909090909091,0.6756756756756757,26.0,259.0,136.0,123.0,2.3636363636363638,3.197530864197531,3.090909090909091,3.324324324324324,2.3636363636363638,3.197530864197531,3.090909090909091,3.324324324324324,0.8333333333333334,1.0
Kalamazoo Hackett Catholic Prep,2164042,4,16,13.0,3.0,121.0,60.0,76.0,45.0,30.0,517.0,355.0,48.0,30.0,17.0,350.0,216.0,28.0,15.0,13.0,167.0,139.0,0.8125,0.5921052631578947,0.625,0.5357142857142857,61.0,162.0,134.0,28.0,3.8125,2.1315789473684212,2.7916666666666665,1.0,3.8125,2.1315789473684212,2.7916666666666665,1.0,3.25,0.75
Kalamazoo Heritage Christian,96310,9,10,1.0,9.0,27.0,99.0,125.0,54.0,68.0,637.0,819.0,74.0,33.0,39.0,411.0,483.0,51.0,21.0,29.0,226.0,336.0,0.1,0.432,0.44594594594594594,0.4117647058823529,-72.0,-182.0,-72.0,-110.0,-7.2,-1.456,-0.972972972972973,-2.156862745098039,-7.2,-1.456,-0.972972972972973,-2.156862745098039,0.1111111111111111,1.0
Kalamazoo Loy Norrix,96157,10,11,1.0,10.0,19.0,81.0,106.0,33.0,72.0,449.0,779.0,44.0,13.0,30.0,151.0,335.0,62.0,20.0,42.0,298.0,444.0,0.09090909090909091,0.3113207547169811,0.29545454545454547,0.3225806451612903,-62.0,-330.0,-184.0,-146.0,-5.636363636363637,-3.1132075471698113,-4.181818181818182,-2.3548387096774195,-5.636363636363637,-3.1132075471698113,-4.181818181818182,-2.3548387096774195,0.1,1.0
Kalkaska,96183,10,15,5.0,10.0,77.0,114.0,62.0,19.0,40.0,278.0,347.0,35.0,14.0,20.0,158.0,165.0,27.0,5.0,20.0,120.0,182.0,0.3333333333333333,0.3064516129032258,0.4,0.18518518518518517,-37.0,-69.0,-7.0,-62.0,-2.466666666666667,-1.1129032258064515,-0.2,-2.2962962962962963,-2.466666666666667,-1.1129032258064515,-0.2,-2.2962962962962963,0.5,1.0
Kent City,95888,10,16,6.0,10.0,64.0,80.0,128.0,49.0,77.0,617.0,810.0,65.0,27.0,37.0,299.0,419.0,63.0,22.0,40.0,318.0,391.0,0.375,0.3828125,0.4153846153846154,0.3492063492063492,-16.0,-193.0,-120.0,-73.0,-1.0,-1.5078125,-1.8461538461538463,-1.1587301587301588,-1.0,-1.5078125,-1.8461538461538463,-1.1587301587301588,0.6,1.0
Kent City Algoma Christian,409499,3,5,2.0,3.0,26.0,37.0,22.0,3.0,18.0,58.0,171.0,13.0,1.0,11.0,38.0,105.0,9.0,2.0,7.0,20.0,66.0,0.4,0.13636363636363635,0.07692307692307693,0.2222222222222222,-11.0,-113.0,-67.0,-46.0,-2.2,-5.136363636363637,-5.153846153846154,-5.111111111111111,-2.2,-5.136363636363637,-5.153846153846154,-5.111111111111111,0.6666666666666666,1.0
Kimball Landmark Academy,409493,5,8,3.0,5.0,40.0,76.0,25.0,3.0,22.0,73.0,274.0,15.0,3.0,12.0,38.0,153.0,10.0,0.0,10.0,35.0,121.0,0.375,0.12,0.2,0.0,-36.0,-201.0,-115.0,-86.0,-4.5,-8.04,-7.666666666666667,-8.6,-4.5,-8.04,-7.666666666666667,-8.6,0.6,1.0
Kimball New Life Christian,2123215,2,2,0.0,2.0,11.0,37.0,2.0,0.0,1.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,21.0,0.0,0.0,,0.0,-26.0,-12.0,0.0,-12.0,-13.0,-6.0,,-6.0,-13.0,-6.0,,-6.0,0.0,1.0
Kinde North Huron,2165548,4,7,3.0,4.0,31.0,51.0,35.0,8.0,26.0,121.0,244.0,17.0,4.0,13.0,59.0,96.0,18.0,4.0,13.0,62.0,148.0,0.42857142857142855,0.22857142857142856,0.23529411764705882,0.2222222222222222,-20.0,-123.0,-37.0,-86.0,-2.857142857142857,-3.5142857142857142,-2.176470588235294,-4.777777777777778,-2.857142857142857,-3.5142857142857142,-2.176470588235294,-4.777777777777778,0.75,1.0
Kinde-North Huron,95987,6,16,10.0,6.0,82.0,60.0,42.0,20.0,22.0,293.0,226.0,14.0,6.0,8.0,64.0,88.0,28.0,14.0,14.0,229.0,138.0,0.625,0.47619047619047616,0.42857142857142855,0.5,22.0,67.0,-24.0,91.0,1.375,1.5952380952380953,-1.7142857142857142,3.25,1.375,1.5952380952380953,-1.7142857142857142,3.25,1.6666666666666667,1.0
Kingsford,2032924,6,6,0.0,6.0,6.0,33.0,29.0,16.0,13.0,187.0,173.0,15.0,9.0,6.0,89.0,88.0,14.0,7.0,7.0,98.0,85.0,0.0,0.5517241379310345,0.6,0.5,-27.0,14.0,1.0,13.0,-4.5,0.4827586206896552,0.06666666666666667,0.9285714285714286,-4.5,0.4827586206896552,0.06666666666666667,0.9285714285714286,0.0,1.0
Kingsley,95710,10,13,3.0,10.0,39.0,86.0,79.0,37.0,38.0,397.0,370.0,48.0,24.0,20.0,246.0,223.0,31.0,13.0,18.0,151.0,147.0,0.23076923076923078,0.46835443037974683,0.5,0.41935483870967744,-47.0,27.0,23.0,4.0,-3.6153846153846154,0.34177215189873417,0.4791666666666667,0.12903225806451613,-3.6153846153846154,0.34177215189873417,0.4791666666666667,0.12903225806451613,0.3,1.0
Kingston,95872,10,21,11.0,10.0,98.0,93.0,61.0,46.0,15.0,450.0,177.0,32.0,26.0,6.0,286.0,94.0,29.0,20.0,9.0,164.0,83.0,0.5238095238095238,0.7540983606557377,0.8125,0.6896551724137931,5.0,273.0,192.0,81.0,0.23809523809523808,4.475409836065574,6.0,2.793103448275862,0.23809523809523808,4.475409836065574,6.0,2.793103448275862,1.1,1.0
L'Anse,1945701,6,6,0.0,6.0,18.0,60.0,18.0,4.0,14.0,94.0,177.0,8.0,2.0,6.0,53.0,91.0,10.0,2.0,8.0,41.0,86.0,0.0,0.2222222222222222,0.25,0.2,-42.0,-83.0,-38.0,-45.0,-7.0,-4.611111111111111,-4.75,-4.5,-7.0,-4.611111111111111,-4.75,-4.5,0.0,1.0
Laingsburg,95714,10,20,10.0,10.0,94.0,96.0,100.0,42.0,58.0,540.0,559.0,54.0,24.0,30.0,278.0,315.0,46.0,18.0,28.0,262.0,244.0,0.5,0.42,0.4444444444444444,0.391304347826087,-2.0,-19.0,-37.0,18.0,-0.1,-0.19,-0.6851851851851852,0.391304347826087,-0.1,-0.19,-0.6851851851851852,0.391304347826087,1.0,1.0
Lake City,96030,10,14,4.0,10.0,60.0,117.0,93.0,28.0,65.0,409.0,770.0,41.0,13.0,28.0,168.0,340.0,52.0,15.0,37.0,241.0,430.0,0.2857142857142857,0.3010752688172043,0.3170731707317073,0.28846153846153844,-57.0,-361.0,-172.0,-189.0,-4.071428571428571,-3.881720430107527,-4.195121951219512,-3.6346153846153846,-4.071428571428571,-3.881720430107527,-4.195121951219512,-3.6346153846153846,0.4,1.0
Lake Fenton,96202,10,14,4.0,10.0,30.0,84.0,62.0,25.0,37.0,311.0,406.0,20.0,7.0,13.0,98.0,144.0,42.0,18.0,24.0,213.0,262.0,0.2857142857142857,0.4032258064516129,0.35,0.42857142857142855,-54.0,-95.0,-46.0,-49.0,-3.857142857142857,-1.532258064516129,-2.3,-1.1666666666666667,-3.857142857142857,-1.532258064516129,-2.3,-1.1666666666666667,0.4,1.0
Lake Leelanau St Mary,96019,10,16,6.0,10.0,100.0,187.0,107.0,31.0,74.0,502.0,973.0,49.0,19.0,30.0,282.0,392.0,58.0,12.0,44.0,220.0,581.0,0.375,0.2897196261682243,0.3877551020408163,0.20689655172413793,-87.0,-471.0,-110.0,-361.0,-5.4375,-4.401869158878505,-2.2448979591836733,-6.224137931034483,-5.4375,-4.401869158878505,-2.2448979591836733,-6.224137931034483,0.6,1.0
Lake Linden-Hubbell,2240975,4,5,1.0,4.0,27.0,59.0,22.0,3.0,19.0,96.0,279.0,11.0,3.0,8.0,66.0,110.0,11.0,0.0,11.0,30.0,169.0,0.2,0.13636363636363635,0.2727272727272727,0.0,-32.0,-183.0,-44.0,-139.0,-6.4,-8.318181818181818,-4.0,-12.636363636363637,-6.4,-8.318181818181818,-4.0,-12.636363636363637,0.25,1.0
Lake Odessa Lakewood,96092,10,13,3.0,10.0,36.0,72.0,255.0,149.0,104.0,1486.0,1324.0,146.0,87.0,59.0,827.0,785.0,109.0,62.0,45.0,659.0,539.0,0.23076923076923078,0.5843137254901961,0.5958904109589042,0.5688073394495413,-36.0,162.0,42.0,120.0,-2.769230769230769,0.6352941176470588,0.2876712328767123,1.1009174311926606,-2.769230769230769,0.6352941176470588,0.2876712328767123,1.1009174311926606,0.3,1.0
Lake Orion,95943,10,24,14.0,10.0,136.0,93.0,200.0,132.0,67.0,1203.0,753.0,101.0,65.0,36.0,579.0,386.0,99.0,67.0,31.0,624.0,367.0,0.5833333333333334,0.66,0.6435643564356436,0.6767676767676768,43.0,450.0,193.0,257.0,1.7916666666666667,2.25,1.9108910891089108,2.595959595959596,1.7916666666666667,2.25,1.9108910891089108,2.595959595959596,1.4,1.0
Lakeview,95976,10,14,4.0,10.0,40.0,82.0,106.0,38.0,65.0,548.0,772.0,53.0,19.0,33.0,250.0,407.0,53.0,19.0,32.0,298.0,365.0,0.2857142857142857,0.3584905660377358,0.3584905660377358,0.3584905660377358,-42.0,-224.0,-157.0,-67.0,-3.0,-2.1132075471698113,-2.9622641509433962,-1.2641509433962264,-3.0,-2.1132075471698113,-2.9622641509433962,-1.2641509433962264,0.4,1.0
Lansing Catholic,95815,10,37,27.0,10.0,267.0,103.0,221.0,140.0,77.0,1520.0,928.0,103.0,65.0,36.0,657.0,436.0,118.0,75.0,41.0,863.0,492.0,0.7297297297297297,0.6334841628959276,0.6310679611650486,0.635593220338983,164.0,592.0,221.0,371.0,4.4324324324324325,2.678733031674208,2.145631067961165,3.1440677966101696,4.4324324324324325,2.678733031674208,2.145631067961165,3.1440677966101696,2.7,1.0
Lansing Christian,95761,10,31,21.0,10.0,207.0,250.0,298.0,64.0,229.0,1208.0,2764.0,159.0,32.0,125.0,620.0,1526.0,139.0,32.0,104.0,588.0,1238.0,0.6774193548387096,0.21476510067114093,0.20125786163522014,0.2302158273381295,-43.0,-1556.0,-906.0,-650.0,-1.3870967741935485,-5.221476510067114,-5.69811320754717,-4.676258992805756,-1.3870967741935485,-5.221476510067114,-5.69811320754717,-4.676258992805756,2.1,1.0
Lansing Eastern,95844,10,16,6.0,10.0,43.0,122.0,99.0,13.0,86.0,266.0,1177.0,45.0,9.0,36.0,163.0,555.0,54.0,4.0,50.0,103.0,622.0,0.375,0.13131313131313133,0.2,0.07407407407407407,-79.0,-911.0,-392.0,-519.0,-4.9375,-9.202020202020202,-8.71111111111111,-9.61111111111111,-4.9375,-9.202020202020202,-8.71111111111111,-9.61111111111111,0.6,1.0
Lansing Everett,95719,10,10,0.0,10.0,9.0,151.0,157.0,24.0,131.0,507.0,1895.0,71.0,13.0,58.0,224.0,896.0,86.0,11.0,73.0,283.0,999.0,0.0,0.15286624203821655,0.18309859154929578,0.12790697674418605,-142.0,-1388.0,-672.0,-716.0,-14.2,-8.840764331210192,-9.464788732394366,-8.325581395348838,-14.2,-8.840764331210192,-9.464788732394366,-8.325581395348838,0.0,1.0
Lansing Sexton,96255,10,10,0.0,10.0,15.0,135.0,106.0,4.0,101.0,149.0,1609.0,46.0,4.0,41.0,82.0,767.0,60.0,0.0,60.0,67.0,842.0,0.0,0.03773584905660377,0.08695652173913043,0.0,-120.0,-1460.0,-685.0,-775.0,-12.0,-13.773584905660377,-14.891304347826088,-12.916666666666666,-12.0,-13.773584905660377,-14.891304347826088,-12.916666666666666,0.0,1.0
Lansing Waverly,95823,10,11,1.0,10.0,23.0,83.0,162.0,34.0,126.0,633.0,1318.0,73.0,12.0,60.0,236.0,655.0,89.0,22.0,66.0,397.0,663.0,0.09090909090909091,0.20987654320987653,0.1643835616438356,0.24719101123595505,-60.0,-685.0,-419.0,-266.0,-5.454545454545454,-4.228395061728395,-5.739726027397261,-2.9887640449438204,-5.454545454545454,-4.228395061728395,-5.739726027397261,-2.9887640449438204,0.1,1.0
Lapeer,1176630,7,14,7.0,7.0,65.0,58.0,80.0,31.0,49.0,335.0,395.0,34.0,15.0,19.0,164.0,157.0,46.0,16.0,30.0,171.0,238.0,0.5,0.3875,0.4411764705882353,0.34782608695652173,7.0,-60.0,7.0,-67.0,0.5,-0.75,0.20588235294117646,-1.4565217391304348,0.5,-0.75,0.20588235294117646,-1.4565217391304348,1.0,1.0
Lapeer East,96261,3,7,4.0,3.0,45.0,31.0,23.0,9.0,14.0,86.0,110.0,14.0,6.0,8.0,60.0,61.0,9.0,3.0,6.0,26.0,49.0,0.5714285714285714,0.391304347826087,0.42857142857142855,0.3333333333333333,14.0,-24.0,-1.0,-23.0,2.0,-1.0434782608695652,-0.07142857142857142,-2.5555555555555554,2.0,-1.0434782608695652,-0.07142857142857142,-2.5555555555555554,1.3333333333333333,1.0
Lapeer West,96181,3,5,2.0,3.0,14.0,31.0,44.0,21.0,22.0,179.0,231.0,17.0,7.0,10.0,75.0,100.0,27.0,14.0,12.0,104.0,131.0,0.4,0.4772727272727273,0.4117647058823529,0.5185185185185185,-17.0,-52.0,-25.0,-27.0,-3.4,-1.1818181818181819,-1.4705882352941178,-1.0,-3.4,-1.1818181818181819,-1.4705882352941178,-1.0,0.6666666666666666,1.0
Lawrence,95858,10,22,12.0,10.0,125.0,88.0,84.0,55.0,26.0,691.0,371.0,54.0,40.0,13.0,484.0,219.0,30.0,15.0,13.0,207.0,152.0,0.5454545454545454,0.6547619047619048,0.7407407407407407,0.5,37.0,320.0,265.0,55.0,1.6818181818181819,3.8095238095238093,4.907407407407407,1.8333333333333333,1.6818181818181819,3.8095238095238093,4.907407407407407,1.8333333333333333,1.2,1.0
Lawton,96218,10,13,3.0,10.0,54.0,117.0,60.0,17.0,43.0,280.0,521.0,23.0,13.0,10.0,160.0,197.0,37.0,4.0,33.0,120.0,324.0,0.23076923076923078,0.2833333333333333,0.5652173913043478,0.10810810810810811,-63.0,-241.0,-37.0,-204.0,-4.846153846153846,-4.016666666666667,-1.608695652173913,-5.513513513513513,-4.846153846153846,-4.016666666666667,-1.608695652173913,-5.513513513513513,0.3,1.0
LeRoy Pine River,2515515,3,6,3.0,3.0,43.0,41.0,26.0,12.0,13.0,129.0,160.0,11.0,3.0,8.0,23.0,80.0,15.0,9.0,5.0,106.0,80.0,0.5,0.46153846153846156,0.2727272727272727,0.6,2.0,-31.0,-57.0,26.0,0.3333333333333333,-1.1923076923076923,-5.181818181818182,1.7333333333333334,0.3333333333333333,-1.1923076923076923,-5.181818181818182,1.7333333333333334,1.0,1.0
Leroy Pine River,96186,7,19,12.0,7.0,116.0,59.0,116.0,91.0,25.0,956.0,374.0,52.0,40.0,12.0,419.0,157.0,64.0,51.0,13.0,537.0,217.0,0.631578947368421,0.7844827586206896,0.7692307692307693,0.796875,57.0,582.0,262.0,320.0,3.0,5.017241379310345,5.038461538461538,5.0,3.0,5.017241379310345,5.038461538461538,5.0,1.7142857142857142,1.0
Leslie,96035,10,17,7.0,10.0,61.0,78.0,136.0,56.0,79.0,677.0,744.0,62.0,21.0,40.0,245.0,340.0,74.0,35.0,39.0,432.0,404.0,0.4117647058823529,0.4117647058823529,0.3387096774193548,0.47297297297297297,-17.0,-67.0,-95.0,28.0,-1.0,-0.49264705882352944,-1.532258064516129,0.3783783783783784,-1.0,-0.49264705882352944,-1.532258064516129,0.3783783783783784,0.7,1.0
Lincoln Alcona,96137,6,15,9.0,6.0,91.0,58.0,70.0,41.0,28.0,525.0,390.0,36.0,21.0,14.0,257.0,202.0,34.0,20.0,14.0,268.0,188.0,0.6,0.5857142857142857,0.5833333333333334,0.5882352941176471,33.0,135.0,55.0,80.0,2.2,1.9285714285714286,1.5277777777777777,2.3529411764705883,2.2,1.9285714285714286,1.5277777777777777,2.3529411764705883,1.5,1.0
Lincoln Park,95867,10,14,4.0,10.0,67.0,98.0,109.0,35.0,74.0,504.0,804.0,56.0,24.0,32.0,320.0,402.0,53.0,11.0,42.0,184.0,402.0,0.2857142857142857,0.3211009174311927,0.42857142857142855,0.20754716981132076,-31.0,-300.0,-82.0,-218.0,-2.2142857142857144,-2.7522935779816513,-1.4642857142857142,-4.113207547169812,-2.2142857142857144,-2.7522935779816513,-1.4642857142857142,-4.113207547169812,0.4,1.0
Linden,95935,10,22,12.0,10.0,91.0,81.0,186.0,112.0,73.0,1067.0,716.0,91.0,61.0,30.0,545.0,327.0,95.0,51.0,43.0,522.0,389.0,0.5454545454545454,0.6021505376344086,0.6703296703296703,0.5368421052631579,10.0,351.0,218.0,133.0,0.45454545454545453,1.8870967741935485,2.3956043956043955,1.4,0.45454545454545453,1.8870967741935485,2.3956043956043955,1.4,1.2,1.0
Litchfield,96233,9,11,2.0,9.0,37.0,140.0,21.0,5.0,16.0,76.0,195.0,4.0,2.0,2.0,16.0,15.0,17.0,3.0,14.0,60.0,180.0,0.18181818181818182,0.23809523809523808,0.5,0.17647058823529413,-103.0,-119.0,1.0,-120.0,-9.363636363636363,-5.666666666666667,0.25,-7.0588235294117645,-9.363636363636363,-5.666666666666667,0.25,-7.0588235294117645,0.2222222222222222,1.0
Livonia Churchill,95981,10,21,11.0,10.0,98.0,63.0,191.0,108.0,80.0,1221.0,908.0,103.0,68.0,34.0,747.0,457.0,88.0,40.0,46.0,474.0,451.0,0.5238095238095238,0.5654450261780105,0.6601941747572816,0.45454545454545453,35.0,313.0,290.0,23.0,1.6666666666666667,1.638743455497382,2.8155339805825244,0.26136363636363635,1.6666666666666667,1.638743455497382,2.8155339805825244,0.26136363636363635,1.1,1.0
Livonia Clarenceville,96066,10,26,16.0,10.0,153.0,144.0,113.0,39.0,74.0,568.0,949.0,68.0,22.0,46.0,306.0,623.0,45.0,17.0,28.0,262.0,326.0,0.6153846153846154,0.34513274336283184,0.3235294117647059,0.37777777777777777,9.0,-381.0,-317.0,-64.0,0.34615384615384615,-3.3716814159292037,-4.661764705882353,-1.4222222222222223,0.34615384615384615,-3.3716814159292037,-4.661764705882353,-1.4222222222222223,1.6,1.0
Livonia Franklin,95902,10,24,14.0,10.0,140.0,101.0,177.0,107.0,68.0,1124.0,734.0,109.0,70.0,38.0,690.0,432.0,68.0,37.0,30.0,434.0,302.0,0.5833333333333334,0.6045197740112994,0.6422018348623854,0.5441176470588235,39.0,390.0,258.0,132.0,1.625,2.2033898305084745,2.36697247706422,1.9411764705882353,1.625,2.2033898305084745,2.36697247706422,1.9411764705882353,1.4,1.0
Livonia Stevenson,96125,10,23,13.0,10.0,117.0,92.0,212.0,125.0,87.0,1265.0,890.0,110.0,61.0,49.0,588.0,501.0,102.0,64.0,38.0,677.0,389.0,0.5652173913043478,0.589622641509434,0.5545454545454546,0.6274509803921569,25.0,375.0,87.0,288.0,1.0869565217391304,1.7688679245283019,0.7909090909090909,2.823529411764706,1.0869565217391304,1.7688679245283019,0.7909090909090909,2.823529411764706,1.3,1.0
Lowell,96143,10,21,11.0,10.0,95.0,90.0,148.0,84.0,63.0,801.0,710.0,75.0,48.0,26.0,386.0,327.0,73.0,36.0,37.0,415.0,383.0,0.5238095238095238,0.5675675675675675,0.64,0.4931506849315068,5.0,91.0,59.0,32.0,0.23809523809523808,0.6148648648648649,0.7866666666666666,0.4383561643835616,0.23809523809523808,0.6148648648648649,0.7866666666666666,0.4383561643835616,1.1,1.0
